BLDG_UID,NAME,BLDG_CODE,CONSTR_STATUS,OCCU_DATE,BLDG_USAGE,BLDG_SEC_USAGE,JURISDICTION,NEIGHBOURHOOD,MANAGE_ORG,BLDG_STATE,GREEN_STATUS,CONSTR_TYPE,MAX_FLOORS,BLDG_HEIGHT,GBA,REC_IDS,HAS_SUBBLDGS,GEOM_SOURCE,NOTES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,BLDG_FORM,BLDG_CONDITION,ACCESSIBILITY_RATING,BLDG_MAINTENANCE,BLDG_CLASS,PROPERTY_TYPE,LAT,LONG
VBL10320,TRIUMF House,TRFH,Complete,20040310,Housing,,Non-UBC,EastCampus,Non-UBC,Occupied,,Wood,5,,1564,534,0,,,,,RACHELW,20210812200856,AptLess5Storey,,,,B1,LeasedFromUBC,-123.241171,49.262025
VBL10138,Old Administration Building,OAB,Complete,19240101,Administrative,,UBC,Academic,UBC,Occupied,,Wood,3,,2266,017,0,,,,,RACHELW,20210813020442,Unspecified,,,UBC,B2,,-123.255511,49.267105
VBL10125,Student Recreation Centre,SRC,Complete,19950101,Athletics,,UBC,Academic,Athletics,Occupied,,Concrete,2,,4963,774,0,,,,,RACHELW,20210918061618,Unspecified,,,UBC,B1,,-123.248976,49.268304
VBL10161,War Memorial Gymnasium,MGYM,Complete,19500101,Athletics,,UBC,Academic,Athletics,Occupied,,Concrete,5,,8945,428,0,,,,,RACHELW,20210918061619,Unspecified,,,UBC,B1,,-123.24767,49.266767
VBL10242,University Hill Secondary School,UHIL,Complete,19950101,Other,Services,Non-UBC,Wesbrook,VSB,Occupied,,Steel,3,,11835,590;590-1,0,,,,,TONYZ,20210923032418,Unspecified,,,,B2,LeasedFromUBC,-123.238731,49.254268
VBL10014,UBC Farm - Farm Centre,FRM1,Complete,19800101,Academic,,UBC,Academic,UBC,Occupied,,Wood,1,,194,389,0,,,GISSTUD2,20190514190813,TONYZ,20210923032418,Unspecified,,,UBC,B1,,-123.240127,49.251583
VBL10267,Place Vanier Residence - Dorothy Mawdsley House,VNR04,Complete,19600101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,5,,2142,896-1,0,,,GISSTUD2,20190514205640,RACHELW,20210621011625,AptLess5Storey,,,UBC,B5,,-123.259492,49.26486
VBL10324,Buchanan Tower,BUTO,Complete,19720101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,13,,9863,120,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.253487,49.268579
VBL10109,Indian Residential School History and Dialogue Centre (IRSHDC),IRSC,Complete,20170621,Academic,,UBC,Academic,UBC,Occupied,,Concrete,2,8.4,606,514,0,RW - PDF from Approved DP,,PLAN,20170914214805,RACHELW,20210614233825,Unspecified,,,UBC,B1,,-123.253741,49.266994
VBL10419,UBC Botanical Garden - Shop/Gatehouse Entrance,BOT1,Complete,19900101,Services,,UBC,Academic,UBC,Occupied,,Wood,1,,150,097,0,,,RACHELW,20190828231732,RACHELW,20210702230906,Unspecified,,,UBC,B1,,-123.250549,49.254038
VBL10119,Forest Sciences Centre,FSC,Complete,19980101,Academic,,UBC,Academic,UBC,Occupied,,OtherMixed,6,,22459,353,0,,,,,RACHELW,20210702224038,Unspecified,,,UBC,B2,,-123.247827,49.260597
VBL10330,Civil and Mechanical Engineering Laboratories,CEML,Complete,19690101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,2,,5616,305;307;309;511,1,,,RACHELW,20190207192637,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.24934,49.263129
VBL10046,Public Safety Building - RCMP + Fire,PSAB,Complete,19820101,Services,,Non-UBC,Academic,Non-UBC,Occupied,,Concrete,3,,2935,852,0,,,,,TONYZ,20210923032418,Unspecified,,,,B2,LeasedFromUBC,-123.238113,49.258943
VBL10335,Old Auditorium,AUDI,Complete,19250101,Services,Academic,UBC,Academic,UBC,Occupied,,Wood,3,,2634,044,0,,RENEW,,,TONYZ,20210520221306,Unspecified,,,UBC,B1,,-123.256101,49.266902
VBL10329,Civil and Mechanical Engineering Building,CEME,Complete,19760101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,3,,8773,306,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.248881,49.262545
VBL10168,Wesbrook Community Centre,WCOM,Complete,20150910,Other,Services,UNA,Wesbrook,UNA,Occupied,LEED Gold,Concrete,2,,2913,697,0,RW - PDF from Approved DP,,,,TONYZ,20210923032418,Unspecified,,,,B2,,-123.237712,49.254008
VBL10340,Ultima,ULTM,Complete,20110516,Housing,,UNA,Wesbrook,Private,Occupied,REAP Gold,Wood,5,,5109,706,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,AptLess5Storey,,,,B5,,-123.234399,49.25274
VBL10338,C.K. Choi Building,CHOI,Complete,19960101,Academic,,UBC,Academic,UBC,Occupied,,Wood,4,,2710,478,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.257947,49.267262
VBL10345,Virtuoso,VIRT,Complete,20180125,Housing,,UNA,Wesbrook,Private,Occupied,REAP Gold,Wood,8,,10925,718,0,AC - PDF from Approved DP,,RACHELW,20180528180304,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.233967,49.250732
VBL10343,Ponderosa Office Annex B,PONB,Complete,19710101,Administrative,,UBC,Academic,UBC,Occupied,,Wood,2,,975,865-2,0,,,RACHELW,20190116175554,TONYZ,20210527170637,Unspecified,,,UBC,B2,,-123.255962,49.264844
VBL10348,Sing Tao Building,STAO,Complete,19970101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,4,,1358,212,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.257756,49.267833
VBL10351,Library PARC@UBC,PARC,Complete,20150828,Academic,,UBC,Academic,UBC,Occupied,LEED Gold,OtherMixed,2,12,2086,769,0,RW PDF from Approved DP,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.229708,49.245082
VBL10355,University Boulevard Lot,ULOT,Complete,20190107,Parking,Parking,UBC,Academic,Parking,Occupied,,Concrete,1,,6039,798,0,RW - PDF from Approved DP,,GISSTUD2,20190524190134,TONYZ,20210520221420,Parking,,,UBC,B4,,-123.248944,49.26672
VBL10356,Central,CNTL,Complete,20170529,Housing,Commercial,UNA,UBlvd,UBCPT,Occupied,REAP Gold Plus,Concrete,7,,7306,215,0,AC - PDF from final DP,new GBA taken from spreadsheet,PLAN,20170914214629,TONYZ,20210520221449,Unspecified,,,,B5,LeasedFromUBC,-123.247223,49.266336
VBL10357,Health Sciences Parkade,PARH,Complete,19800101,Parking,,UBC,Academic,Parking,Occupied,,Concrete,5,,31481,467,0,,,,,TONYZ,20210520221420,Parking,,,UBC,B4,,-123.247842,49.263405
VBL10278,David Lam Management Research Centre,DLAM,Complete,19920101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,6,,5517,490;490-1;490-2,1,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.25432,49.265712
VBL10359,Hennings Building,HENN,Complete,19450101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,4,,11578,652;652-1,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.252198,49.266445
VBL10327,Chemistry A Physics,CHPH,Complete,19890101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,5,,7631,447,1,,,RACHELW,20190325220100,RACHELW,20210917234956,Unspecified,,,UBC,B2,,-123.251513,49.265736
VBL10108,Place Vanier Residence - Commonsblock,VNR03,Complete,19600101,Services,StudentHousing,UBC,Academic,SHHS,Occupied,,Concrete,3,,5074,544,1,,,GISSTUD2,20190514205559,RACHELW,20210621012451,Unspecified,,,UBC,B2,,-123.258583,49.26465
VBL10057,TRIUMF - Trailer RR,TRF26,Complete,20030101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,OtherMixed,1,,94,850-1,0,,,GISSTUD2,20190514184356,RACHELW,20210709035559,Outbuildings,,,,B3,LeasedFromUBC,-123.230834,49.247137
VBL10063,TRIUMF - Trailer GG,TRF20,Complete,20030101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,OtherMixed,1,,777,850-1,0,,,GISSTUD2,20190514183815,RACHELW,20210709035606,Outbuildings,,,,B3,LeasedFromUBC,-123.229348,49.246197
VBL10260,Acadia Park Residence - Highrise,APRH,Complete,19670101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,13,,8556,002-1,0,,,GISSTUD2,20190704154828,TONYZ,20210520221449,Apt5StoreyPlus,,,UBC,B5,,-123.236813,49.26237
VBL10107,School of Population & Public Health,SPPH,Complete,19790101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,5,,8280,513,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.248416,49.26424
VBL10231,Totem Park Residence - Commonsblock,TPR1,Complete,19640101,Services,StudentHousing,UBC,Academic,SHHS,Occupied,,Concrete,3,,4664,540-1,1,,,GISSTUD2,20190514211559,RACHELW,20210729204104,Unspecified,,,UBC,B2,,-123.252981,49.25804
VBL10235,Museum of Anthropology,MOA,Complete,20090320,Services,Academic,UBC,Academic,UBC,Occupied,,Concrete,2,,11482,570;570-1;436;440,1,,,,,TONYZ,20210520221306,Unspecified,,,UBC,B1,,-123.259417,49.269507
VBL10422,Evolve,EVLV,UnderConstruction,,Housing,,UNA,Wesbrook,UBCPT,Unoccupied,,Wood,6,20.71,9575,703,0,,,GISSTUD1,20190926205639,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.233231,49.252338
VBL10147,Somerset,SOMS,Complete,20050826,Housing,,UNA,Hawthorn,Private,Occupied,,Wood,3,,7266,622;622-1;622-2;622-3;622-4;622-5;622-6;622-7;622-8;622-9,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.24813,49.256504
VBL10148,Reflections,REFL,Complete,20050628,Housing,,UNA,Hawthorn,Private,Occupied,,Wood,5,,8448,623,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,AptLess5Storey,,,,B5,,-123.246886,49.258252
VBL10149,Promontory,PROM,Complete,20050408,Housing,,UNA,Hawthorn,Private,Occupied,,Concrete,20,,14935,626,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.247569,49.25595
VBL10155,Berwick Child Development Centre,BERW,Complete,19760101,Administrative,,UBC,Academic,SHHS,Occupied,,Wood,1,,1598,858,0,,,,,TONYZ,20210520221449,Unspecified,,,UBC,B5,,-123.238932,49.260588
VBL10158,Nine on the Park,NINE,Complete,20071119,Housing,,UNA,Hawthorn,Private,Occupied,,Wood,4,,2027,628,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.247034,49.259327
VBL10159,Tamarack House,TAMK,Complete,20061201,Housing,,UNA,Hawthorn,UBCPT,Occupied,,Wood,5,,7659,629,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,AptLess5Storey,,,,B5,,-123.246328,49.259596
VBL10092,Chan Gunn Pavilion,GUNN,Complete,20171027,Academic,Athletics,UBC,Academic,UBC,Occupied,LEED Gold,Concrete,2,10.26,1810,438,0,RW - PDF from Approved DP,,PLAN,20171102230832,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.241655,49.260939
VBL10094,Medical Sciences Block C,MEDC,Complete,19610101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,5,,4017,525-3;523-3,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.247871,49.264969
VBL10095,Neville Scarfe Building,SCRF,Complete,19620101,Academic,,UBC,Academic,UBC,Occupied,,OtherMixed,6,,19366,232;233;234;240-1;240-2,1,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.253091,49.263965
VBL10096,Dahlia House,DAHL,Complete,20120101,Housing,,UNA,Wesbrook,UBCPT,Occupied,REAP Gold,Wood,5,,5430,713-1,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,AptLess5Storey,,,,B5,,-123.233927,49.252149
VBL10099,Hector J. MacLeod Building,MCLD,Complete,19630101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,4,,7282,312,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.249401,49.261716
VBL10101,Music Building,MUSC,Complete,19670101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,4,,6593,575,0,,,,,TONYZ,20210520221306,Unspecified,,,UBC,B1,,-123.256781,49.267437
VBL10106,Sandringham,SAND,Complete,19940919,Housing,,UNA,Hampton,Private,Occupied,,Wood,3,,10588,500;500-1;500-2;500-3;500-4;500-5;500-6;500-7;500-8;500-9;500-10;500-11;500-12;500-13,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.233544,49.257847
VBL10110,Pharmaceutical Sciences Building,PHRM,Complete,20120817,Academic,,UBC,Academic,UBC,Occupied,LEED Gold,Concrete,8,,36137,527,0,Wayf/AH - PDF from Approved DP,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.243346,49.262279
VBL10112,Sitka,SITK,Complete,20120803,Housing,,UNA,EastCampus,Private,Occupied,REAP Gold,Concrete,15,,7646,550,0,Wayf/AH - PDF from Approved DP,new GBA taken from spreadsheet,,,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.241911,49.262882
VBL10113,Thunderbird Parkade,PART,Complete,20070119,Parking,,UBC,Academic,Parking,Occupied,,Concrete,5,,60060,551,0,,GBA from OSIS,,,TONYZ,20210520221420,Parking,,,UBC,B4,,-123.243062,49.261659
VBL10041,Sumac House,SUMA,Complete,20020101,Housing,,UNA,Hawthorn,UBCPT,Occupied,,Wood,5,,4329,154,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,AptLess5Storey,,,,B5,,-123.250057,49.258279
VBL10042,Frederic Lasserre Building,LASR,Complete,19620101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,5,,4572,028,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.255979,49.267591
VBL10044,Frank Forward Building,FORW,Complete,19680101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,6,,7542,562,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.251692,49.26169
VBL10047,Hebb Building,HEBB,Complete,19640101,Academic,,UBC,Academic,UBC,Occupied,LEED Gold,Concrete,6,,5957,656,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.251663,49.266129
VBL10060,HR MacMillan Building,MCML,Complete,19670101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,4,,14342,386,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.250746,49.261066
VBL10064,Wayne and William White Engineering Design Centre,EDC,Complete,20110808,Academic,,UBC,Academic,UBC,Occupied,,Concrete,3,14.27,1922,301,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.248164,49.262333
VBL10075,Sopron House,SOPR,Complete,19910101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,4,,6587,451,1,,,,,TONYZ,20210520221449,AptLess5Storey,,,UBC,B5,,-123.23534,49.262179
VBL10080,Irving K. Barber Learning Centre,IBLC,Complete,19270101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,5,,27316,516,0,,,,,TONYZ,20210520221306,Unspecified,,,UBC,B1,,-123.252738,49.267595
VBL10082,"Food, Nutrition and Health Building",FNH,Complete,20051223,Academic,,UBC,Academic,UBC,Occupied,,Concrete,4,,4292,449;449-1,1,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.249744,49.264014
VBL10083,Continuing Studies Building,CSB,Complete,19970101,Academic,Administrative,UBC,Academic,UBC,Occupied,,OtherMixed,3,,3813,160,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.255014,49.263338
VBL10084,Biomedical Research Centre,BRC,Complete,20050525,Academic,,UBC,Academic,UBC,Occupied,,Concrete,4,,4798,461,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.247194,49.264116
VBL10085,Fred Kaiser Building,KAIS,Complete,20041012,Academic,,UBC,Academic,UBC,Occupied,,Concrete,5,,12792,313,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.250082,49.262371
VBL10086,Beaty Biodiversity Centre,BETY,Complete,20090521,Academic,,UBC,Academic,UBC,Occupied,,Concrete,4,,11553,314,1,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.250342,49.263424
VBL10087,Aquatic Ecosystems Research Laboratory,AERL,Complete,20050826,Academic,,UBC,Academic,UBC,Occupied,LEED Gold,Concrete,6,,5731,316,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.250977,49.26376
VBL10090,UBC Tennis Centre,TENN,Complete,20110706,Athletics,,UBC,Academic,Athletics,Occupied,,Steel,2,,10661,432;433,1,,,,,TONYZ,20210520221306,Unspecified,,,UBC,B1,,-123.243836,49.259487
VBL10130,Dorothy Somerset Studios,DSOM,Complete,19250101,Academic,,UBC,Academic,UBC,Occupied,,Wood,2,,1823,320,0,,RENEW,,,TONYZ,20210520221306,Unspecified,,,UBC,B1,,-123.254584,49.264696
VBL10131,Douglas T. Kenny Building,KENN,Complete,19830101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,4,,8742,732,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.253841,49.263318
VBL10133,Azalea House,AZAL,Complete,20010101,Housing,,UNA,Hawthorn,UBCPT,Occupied,,Wood,3,,1313,152,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.249486,49.257895
VBL10134,B.C. Binning Studios,BINN,Complete,19250101,Academic,,UBC,Academic,UBC,Occupied,,Wood,2,,1501,324,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.254871,49.264604
VBL10140,Child Care Services - Sitka/Discovery,CCS6,Complete,19890101,Services,,UBC,Academic,SHHS,Occupied,,Wood,1,,382,202,1,,,GISSTUD2,20190514224944,TONYZ,20210527173013,Unspecified,,,UBC,B2,,-123.234519,49.259762
VBL10141,Child Care Services - Summer of 73/Lilliput,CCS7,Complete,19890101,Services,,UBC,Academic,SHHS,Occupied,,Wood,1,,382,200,1,,,GISSTUD2,20190514225053,TONYZ,20210527173014,Unspecified,,,UBC,B2,,-123.23547,49.25945
VBL10142,Child Care Services - Tillicum/Canada Goose,CCS8,Complete,19890101,Services,,UBC,Academic,SHHS,Occupied,,Wood,1,,386,201,1,,,GISSTUD2,20190514225127,TONYZ,20210527173015,Unspecified,,,UBC,B2,,-123.234985,49.259596
VBL10143,Clement's Green,CLEM,Complete,20061127,Housing,,UNA,Hawthorn,Private,Occupied,REAP Silver,Wood,5,,6907,621,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,AptLess5Storey,,,,B5,,-123.245831,49.25822
VBL10144,Hawthorn Green,HAWT,Complete,20040820,Housing,,UNA,Hawthorn,Private,Occupied,,Wood,3,,2051,618,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.248586,49.258174
VBL10145,Point Grey Apartments,PGRA,Complete,19930101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,4,,7184,771,0,,,,,TONYZ,20210520221449,AptLess5Storey,,,UBC,B5,,-123.237998,49.259968
VBL10436,Acadia Park Residence - Tennis Crescent,APR5,Complete,19880101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,3,,841,009-08;010-07;010-08;010-09;010-10,0,,GBA from OSIS,RACHELW,20200716183842,TONYZ,20210520221449,Duplex/Townhouse,,,UBC,B5,,-123.237716,49.263483
VBL10402,Environmental Services Facility - Incinerator,ENV2,Complete,19690101,Operations,,UBC,Academic,UBC,Occupied,,Concrete,1,,104,470,0,,,GISSTUD2,20190513225618,TONYZ,20210527172535,Outbuildings,,,UBC,B3,,-123.229006,49.243679
VBL10406,Environmental Services Facility - PCB Equipment Storage,ENV5,Complete,19890101,Operations,,UBC,Academic,UBC,Temporary,,OtherMixed,1,,150,143,0,,,GISSTUD2,20190513230425,TONYZ,20210527172541,Outbuildings,,,UBC,B3,,-123.228049,49.243362
VBL10408,Environmental Services Facility - Natural Gas Station,ENV3,Complete,20141107,Operations,,UBC,Academic,UBC,Occupied,,OtherMixed,1,,65,146,0,,,GISSTUD2,20190513225734,TONYZ,20210527172539,Outbuildings,,,UBC,B3,,-123.228203,49.24362
VBL10410,Gas Gun Facility,GASG,Complete,19890101,Academic,,UBC,Academic,UBC,Occupied,,Wood,1,,203,394,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.246052,49.256017
VBL10413,Environmental Services Facility - Solvent Storage Area,ENV6,Complete,19730101,Operations,,UBC,Academic,UBC,Occupied,,Concrete,1,,183,141,0,,,GISSTUD2,20190513230818,TONYZ,20210527172542,Outbuildings,,,UBC,B3,,-123.228605,49.243731
VBL10414,Granite Terrace - Commercial,GRT2,Complete,20090902,Commercial,,UNA,Wesbrook,UBCPT,Occupied,REAP Gold,Wood,3,,1281,686,0,,new GBA taken from spreadsheet,GISSTUD2,20190717210931,TONYZ,20210527185406,Unspecified,,,,B5,,-123.236109,49.255066
VBL10416,Vanier Pump Station,VNRP,Complete,19860101,Operations,,UBC,Academic,UBC,Occupied,,Concrete,1,,14,543,0,,,RACHELW,20190809163912,TONYZ,20210520221402,Outbuildings,,,UBC,B3,,-123.260266,49.26482
VBL10418,Cecil Green Squash Court,CGSQ,Complete,19290101,Athletics,,UBC,Academic,UBC,Occupied,,Wood,1,,167,422,0,,,RACHELW,20190827154245,TONYZ,20210520221402,Outbuildings,,,UBC,B3,,-123.257059,49.271421
VBL10129,Donald Rix Building,RIX,Complete,20000101,Administrative,Research,Non-UBC,Academic,UBCPT,Occupied,,Concrete,4,,5008,458,0,,,,,TONYZ,20210520221336,Unspecified,,,,B2,LeasedFromUBC,-123.2463,49.261972
VBL10103,Djavad Mowafaghian Centre for Brain Health,CBH,Complete,20131121,Services,Research,Non-UBC,Academic,VCH,Occupied,LEED Gold,Concrete,6,,13861,465,0,,Add GRP_ID,,,TONYZ,20210520221336,Unspecified,,,Shared,B2,LeasedFromUBC,-123.244569,49.264275
VBL10243,NRC Institute for Fuel Cell Innovation,NRC,Complete,20060606,Research,,Non-UBC,Academic,Non-UBC,Occupied,,Concrete,2,,6598,591,0,,GBA from RRS,,,TONYZ,20210520221336,Unspecified,,,,B2,LeasedFromUBC,-123.232287,49.245182
VBL10246,UBC Football Academic Centre,FOOT,Complete,20160205,Athletics,,UBC,Academic,Athletics,Occupied,,Wood,1,,161,437,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.24502,49.255246
VBL10302,Vancouver School of Theology,VST,Complete,20041030,Other,,Non-UBC,Chancellor,Non-UBC,Occupied,,Concrete,5,,2553,838,0,,,,,TONYZ,20210520221449,Unspecified,,,,B5,LeasedFromUBC,-123.251044,49.270391
VBL10334,UBC Hospital - Detwiller Pavilion,DPAV,Complete,19680101,Services,Research,Non-UBC,Academic,VCH,Occupied,,Concrete,7,,12963,537;537-1,0,,,,,TONYZ,20210520221336,Unspecified,,,Shared,B2,LeasedFromUBC,-123.244471,49.26356
VBL10339,Campus Energy Centre,CEC,Complete,20160101,Operations,,UBC,Academic,UBC,Occupied,LEED Gold,Concrete,2,,2000,521,0,RW - PDF from Approved DP,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.245083,49.261648
VBL10114,St. Andrew's Hall,STH,Complete,19960101,Housing,,Non-UBC,Chancellor,Non-UBC,Occupied,,Wood,4,55,6774,817-1;817-2;817-3;817-4,1,,,GISSTUD2,20190514223621,TONYZ,20210520221449,AptLess5Storey,,,,B5,LeasedFromUBC,-123.251748,49.270143
VBL10117,Fraser Hall,FRAS,Complete,20060317,StudentHousing,,UBC,EastCampus,SHHS,Occupied,REAP Bronze,Wood,5,,1115,553,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,AptLess5Storey,,,UBC,B5,,-123.240766,49.261506
VBL10120,Friedman Building,FRDM,Complete,19610101,Academic,,UBC,Academic,UBC,Occupied,LEED Gold,Concrete,5,,6073,525-2;523-2,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.246237,49.265368
VBL10352,The Residences at Nobel Park - Townhouses,REN2,Complete,20201007,Housing,,UNA,Wesbrook,Private,Unoccupied,REAP Gold,Wood,3,,4269,721,0,RW - PDF from Approved DP,Wesbrook Place Lots 7 & 8,GISSTUD2,20190516182902,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.236394,49.250915
VBL10065,UBC Bookstore,BOOK,Complete,20140328,Services,,UBC,Academic,UBC,Occupied,,Concrete,2,,7400,081;081-2,1,,,,,TONYZ,20210520221306,Unspecified,,,UBC,B1,,-123.250592,49.264988
VBL10066,The Brimacombe Building,BRIM,Complete,20170424,Academic,,UBC,Academic,UBC,Occupied,LEED Gold,Concrete,5,,13656,020-1;020,1,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.248072,49.26186
VBL10068,Coal and Mineral Processing Laboratory,MINL,Complete,20110902,Academic,,UBC,Academic,UBC,Occupied,,Concrete,3,,1021,184;184-1,1,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.252039,49.261169
VBL10071,UBC Aquatic Centre,AQUA,Complete,20161128,Athletics,,UBC,Academic,Athletics,Occupied,LEED Gold,Concrete,3,13.5,7400,213,0,RW - PDF from Approved DP,,,,TONYZ,20210520221306,Unspecified,,,UBC,B1,,-123.248595,49.267789
VBL10074,Spirit Park Apartments,SPPA,Complete,19930101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,4,,6503,770-1;770-2;770-3,1,,,,,TONYZ,20210520221449,AptLess5Storey,,,UBC,B5,,-123.239374,49.261491
VBL10010,Greenwood Commons,GRWC,Complete,20070730,Housing,,UNA,EastCampus,UBCPT,Occupied,REAP Bronze,Wood,4,,5942,554-1-7;554-2;554-3;554-4;554-5;554-6;554-7,0,,There are plans to split this feature at some point (peter). new GBA taken from spreadsheet,,,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.240072,49.260948
VBL10018,Larkspur House,LARK,Complete,20091030,Housing,,UNA,Wesbrook,UBCPT,Occupied,REAP Silver,Wood,5,14,5127,586,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,AptLess5Storey,,,,B5,,-123.234055,49.25356
VBL10011,Vista Point,VIST,Complete,20131028,Housing,,UNA,EastCampus,UBCPT,Occupied,REAP Gold,OtherMixed,18,,8160,555,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.240272,49.261694
VBL10039,George Cunningham Building,CUNN,Complete,19600101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,4,,4900,624;625,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.248746,49.264788
VBL10040,Keenleyside,KEEN,Complete,20080415,Housing,,UNA,Wesbrook,Private,Occupied,REAP Bronze,Wood,5,,8119,587,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,AptLess5Storey,,,,B5,,-123.233169,49.253967
VBL10024,Power House,POWR,Complete,19250101,Operations,,UBC,Academic,UBC,Unoccupied,,Concrete,4,,2448,724;724-1;724-2;724-3;725,0,,,,,TONYZ,20210520221402,Unspecified,,,UBC,B3,,-123.254823,49.265221
