ADD_UID,UNIT_DESIGNATOR,UNIT_NUMBER_PREFIX,UNIT_NUMBER,UNIT_NUMBER_SUFFIX,SITE_NAME,SUPER_FULL_SITE_DESCRIPTOR,CIVIC_NUMBER,CIVIC_NUMBER_SUFFIX,STREET_NAME,STREET_TYPE,IS_STREET_TYPE_PREFIX,STREET_DIRECTION,IS_STREET_DIRECTION_PREFIX,LOCALITY,LOCALITY_DESCRIPTOR,POSTAL_CODE,PROVINCE_CODE,STATUS,IS_OFFICIAL_ADDRESS,IS_PRIMARY,BLDG_UID,ADDRESS_DESCRIPTOR,SITE_POINT_DESCRIPTOR,FOOTPRINT_DESCRIPTOR,FOOTPRINT_ID,IS_NON_CIVIC_ADDRESS,NARRITIVE_LOCATION,IS_MAILING_ADDRESS,MAIL_PROVIDER,IS_ANNUNCIATOR,NUM_OF_UNITS,NEIGHBOURHOOD,ADDRESS_NOTES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,PARENT_UID,FULL_ADDRESS
VAD10947,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 2 -- Acadia Park & Fairview Crescent Residence,2661,,Tennis,Crescent,0,,0,Vancouver,Municipality,V6T 2C1,BC,Current,1,0,VBL10258,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211855,VAD11159,2661 Tennis Crescent
VAD10948,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 1 -- Acadia Park & Fairview Crescent Residence,2504,,Melfa,Lane,0,,0,Vancouver,Municipality,V6T 2C6,BC,Current,1,0,VBL10259,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211856,VAD11160,2504 Melfa Lane
VAD10949,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 1 -- Acadia Park & Fairview Crescent Residence,5634,,Montgomery,Place,0,,0,Vancouver,Municipality,V6T 2C7,BC,Current,1,0,VBL10259,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211856,VAD11160,5634 Montgomery Place
VAD10950,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 1 -- Acadia Park & Fairview Crescent Residence,5644,,Yalta,Place,0,,0,Vancouver,Municipality,V6T 2C2,BC,Current,1,0,VBL10259,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211856,VAD11160,5644 Yalta Place
VAD10951,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 1 -- Acadia Park & Fairview Crescent Residence,5632,,Montgomery,Place,0,,0,Vancouver,Municipality,V6T 2C7,BC,Current,1,0,VBL10259,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211856,VAD11160,5632 Montgomery Place
VAD10952,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 1 -- Acadia Park & Fairview Crescent Residence,2505,,Melfa,Lane,0,,0,Vancouver,Municipality,V6T 2C5,BC,Current,1,0,VBL10259,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211856,VAD11160,2505 Melfa Lane
VAD10954,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 2 -- Acadia Park & Fairview Crescent Residence,2655,,Tennis,Crescent,0,,0,Vancouver,Municipality,V6T 2C1,BC,Current,1,0,VBL10258,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211856,VAD11159,2655 Tennis Crescent
VAD10906,,,,,Chemistry Physics Building,,6221,,University,Boulevard,0,,0,Vancouver,Municipality,V6T 1Z1,BC,Current,1,1,VBL10327,CampusBuilding,FrontDoor,Building,VBL10327,0,,1,,1,0,Academic,,,,PLAN,20200417211856,,6221 University Boulevard
VAD10038,,,,,Logan Lane (B1),,2559,,East,Mall,0,,0,Vancouver,Municipality,V6T 2K8,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211856,,2559 East Mall
VAD10123,,,,,Logan Lane (E7),,6284,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211856,,6284 Logan Lane
VAD10125,,,,,Logan Lane (C11),,6224,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211857,,6224 Logan Lane
VAD10129,,,,,Logan Lane (E5),,6280,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211857,,6280 Logan Lane
VAD10130,,,,,Logan Lane (C8),,6214,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211857,,6214 Logan Lane
VAD11118,,,,,UBC Tennis Centre,UBC Tennis Centre,6160,,Thunderbird,Boulevard,0,,0,Vancouver,Municipality,V6T 1Z3,BC,Current,1,1,VBL10090,CampusBuilding,FrontDoor,Building,VBL10090,0,,1,CampusMail,1,0,Academic,,,,PLAN,20200417211917,,6160 Thunderbird Boulevard
VAD11119,Unit,,101,,Focal - Retail,Focal,6111,,University,Boulevard,0,,0,Vancouver,Municipality,V6T 0C7,BC,Pending,1,0,VBL10232,Commercial,FrontDoor,IndoorArea,,0,,1,CanadaPost,,0,University Blvd,,,,PLAN,20200417211917,VAD11129,"6111 University Boulevard, Unit 101"
VAD11129,,,,,Focal,,6111,,University,Boulevard,0,,0,Vancouver,Municipality,V6T 0C7,BC,Pending,1,1,VBL10232,NeighbourhoodBldg,FrontDoor,Building,VBL10232,0,,1,,1,90,University Blvd,,,,PLAN,20200417211918,,6111 University Boulevard
VAD11178,,,,,Trail 7,,0,,Old Marine,Drive,0,,0,Vancouver,Municipality,,BC,Current,1,,,Outdoor,,OutdoorArea,,0,,0,,,0,UEL,CPN: VATRAIL 7,GISSTUD1,20200121015623,PLAN,20200417211918,,0 Old Marine Drive
VAD10015,,,,,Hillel House,,6145,,Student Union,Boulevard,0,,0,Vancouver,Municipality,V6T 1Z1,BC,Current,1,1,VBL10361,OtherBuilding,FrontDoor,Building,VBL10361,0,,1,,1,0,Academic,,,,PLAN,20200417211918,,6145 Student Union Boulevard
VAD10644,,,,,Fairview Crescent Residence (Unit 23),Fairview Crescent Residence - Building 2 -- Acadia Park & Fairview Crescent Residence,2629,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B8,BC,Current,1,0,VBL10198,Residential,FrontDoor,IndoorArea,VBC10030,0,,0,,,1,Academic,,,,PLAN,20200417211918,VAD11161,2629 Fairview Crescent
VAD10557,,,,,Corus - Townhouse (8),Corus,5991,,Walter Gage,Road,0,,0,Vancouver,Municipality,V6T 0A9,BC,Current,1,0,VBL10303,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,0,1,Chancellor Place,,,,PLAN,20200417211918,VAD10062,5991 Walter Gage Road
VAD10705,,,,,Chancellor House - Apartment,,6015,,Iona,Drive,0,,0,Vancouver,Municipality,V6T 2J4,BC,Current,1,1,VBL10387,NeighbourhoodBldg,FrontDoor,Building,VBL10387,0,,1,CanadaPost,,45,Chancellor Place,,,,PLAN,20200417211918,,6015 Iona Drive
VAD10556,,,,,Corus - Townhouse (7),Corus,5987,,Walter Gage,Road,0,,0,Vancouver,Municipality,V6T 0A9,BC,Current,1,0,VBL10303,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,0,1,Chancellor Place,,,,PLAN,20200417211918,VAD10062,5987 Walter Gage Road
VAD10645,,,,,Fairview Crescent Residence (Unit 23),Fairview Crescent Residence - Building 2 -- Acadia Park & Fairview Crescent Residence,2633,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B8,BC,Current,1,0,VBL10198,Residential,FrontDoor,IndoorArea,VBC10030,0,,0,,,1,Academic,,,,PLAN,20200417211918,VAD11161,2633 Fairview Crescent
VAD10646,,,,,Fairview Crescent Residence (Unit 23),Fairview Crescent Residence - Building 2 -- Acadia Park & Fairview Crescent Residence,2635,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B8,BC,Current,1,0,VBL10198,Residential,FrontDoor,IndoorArea,VBC10030,0,,0,,,1,Academic,,,,PLAN,20200417211919,VAD11161,2635 Fairview Crescent
VAD10558,,,,,Corus - Townhouse (9),Corus,5993,,Walter Gage,Road,0,,0,Vancouver,Municipality,V6T 0A9,BC,Current,1,0,VBL10303,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,0,1,Chancellor Place,,,,PLAN,20200417211919,VAD10062,5993 Walter Gage Road
VAD10617,Building,,1,,Acadia Community Centre,Acadia Park & Fairview Crescent Residence,2707,,Tennis,Crescent,0,,0,Vancouver,Municipality,V6T 2E5,BC,Current,1,1,VBL10185,CampusBuilding,Rooftop,Building,VBL10185,0,,1,,0,0,Academic,,,,PLAN,20200417211840,VAD10528,"2707 Tennis Crescent, Building 1"
VAD10597,House,,1,,Totem Park Residence - Kwakiutl House,Totem Park Residence - Totem 3 -- Totem Park Residence,2525,,West,Mall,0,,0,Vancouver,Municipality,V6T 1W9,BC,Current,1,0,VBL10127,IndoorArea,FrontDoor,IndoorArea,,0,,0,,1,,Academic,,,,PLAN,20200417211840,VAD10446,"2525 West Mall, House 1"
VAD10233,,,,,Fairview Crescent Residence (Unit 32),Fairview Crescent Residence - Building 1 -- Acadia Park & Fairview Crescent Residence,2668,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B9,BC,Current,1,0,VBL10193,Residential,FrontDoor,IndoorArea,VBC10030,0,,0,,,1,Academic,,,,PLAN,20200417211840,VAD11162,2668 Fairview Crescent
VAD10234,,,,,Fairview Crescent Residence (Unit 32),Fairview Crescent Residence - Building 1 -- Acadia Park & Fairview Crescent Residence,2670,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B9,BC,Current,1,0,VBL10193,Residential,FrontDoor,IndoorArea,VBC10030,0,,0,,,1,Academic,,,,PLAN,20200417211840,VAD11162,2670 Fairview Crescent
VAD10235,,,,,Fairview Crescent Residence (Unit 32),Fairview Crescent Residence - Building 1 -- Acadia Park & Fairview Crescent Residence,2666,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B9,BC,Current,1,0,VBL10193,Residential,FrontDoor,IndoorArea,VBC10030,0,,0,,,1,Academic,,,,PLAN,20200417211840,VAD11162,2666 Fairview Crescent
VAD10237,,,,,Fairview Crescent Residence (Unit 33),Fairview Crescent Residence - Building 1 -- Acadia Park & Fairview Crescent Residence,2680,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B9,BC,Current,1,0,VBL10193,Residential,FrontDoor,IndoorArea,VBC10030,0,,0,,,1,Academic,,,,PLAN,20200417211840,VAD11162,2680 Fairview Crescent
VAD10238,,,,,Fairview Crescent Residence (Unit 33),Fairview Crescent Residence - Building 1 -- Acadia Park & Fairview Crescent Residence,2678,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B9,BC,Current,1,0,VBL10193,Residential,FrontDoor,IndoorArea,VBC10030,0,,0,,,1,Academic,,,,PLAN,20200417211840,VAD11162,2678 Fairview Crescent
VAD10239,,,,,Fairview Crescent Residence (Unit 33),Fairview Crescent Residence - Building 1 -- Acadia Park & Fairview Crescent Residence,2684,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B9,BC,Current,1,0,VBL10193,Residential,FrontDoor,IndoorArea,VBC10030,0,,0,,,1,Academic,,,,PLAN,20200417211840,VAD11162,2684 Fairview Crescent
VAD10240,,,,,Fairview Crescent Residence (Unit 33),Fairview Crescent Residence - Building 1 -- Acadia Park & Fairview Crescent Residence,2676,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B9,BC,Current,1,0,VBL10193,Residential,FrontDoor,IndoorArea,VBC10030,0,,0,,,1,Academic,,,,PLAN,20200417211840,VAD11162,2676 Fairview Crescent
VAD10241,,,,,Fairview Crescent Residence (Unit 33),Fairview Crescent Residence - Building 1 -- Acadia Park & Fairview Crescent Residence,2682,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B9,BC,Current,1,0,VBL10193,Residential,FrontDoor,IndoorArea,VBC10030,0,,0,,,1,Academic,,,,PLAN,20200417211840,VAD11162,2682 Fairview Crescent
VAD10163,,,,,Logan Lane (A8),,2565,,East,Mall,0,,0,Vancouver,Municipality,V6T 2K8,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211840,,2565 East Mall
VAD10132,,,,,Logan Lane (D14),,6236,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211857,,6236 Logan Lane
VAD10131,,,,,Logan Lane (B7),,2545,,East,Mall,0,,0,Vancouver,Municipality,V6T 2K8,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211857,,2545 East Mall
VAD10139,,,,,Logan Lane (C3),,6208,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211857,,6208 Logan Lane
VAD10141,,,,,Logan Lane (A7),,2567,,East,Mall,0,,0,Vancouver,Municipality,V6T 2K8,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211857,,2567 East Mall
VAD10143,,,,,Logan Lane (E1),,6272,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211857,,6272 Logan Lane
VAD10144,,,,,Logan Lane (C5),,6210,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211857,,6210 Logan Lane
VAD10146,,,,,Logan Lane (A1),,2579,,East,Mall,0,,0,Vancouver,Municipality,V6T 2K8,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211858,,2579 East Mall
VAD11076,,,,,Thunderbird Parkade,,6085,,Thunderbird,Boulevard,0,,0,Vancouver,Municipality,V6T 1Z3,BC,Current,1,1,VBL10113,CampusBuilding,FrontDoor,Building,VBL10113,0,,1,,1,0,Academic,,,,PLAN,20200417211858,,6085 Thunderbird Boulevard
VAD11083,,,,,Thea Koerner House,,6371,,Crescent,Road,0,,0,Vancouver,Municipality,V6T 1Z2,BC,Current,1,1,VBL10249,CampusBuilding,FrontDoor,Building,VBL10249,0,,1,,0,0,Academic,,,,PLAN,20200417211858,,6371 Crescent Road
VAD10148,,,,,Logan Lane (D13),,6234,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211858,,6234 Logan Lane
VAD10151,,,,,Logan Lane (C7),,6216,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211858,,6216 Logan Lane
VAD10152,,,,,Logan Lane (C9),,6218,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211858,,6218 Logan Lane
VAD10147,,,,,Logan Lane (C1),,6202,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211858,,6202 Logan Lane
VAD10133,,,,,Logan Lane (D16),,6230,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211858,,6230 Logan Lane
VAD10153,,,,,Logan Lane (B8),,2547,,East,Mall,0,,0,Vancouver,Municipality,V6T 2K8,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211858,,2547 East Mall
VAD10706,,,,,Chapel of the Epiphany,,6030,,Chancellor,Boulevard,0,,0,Vancouver,Municipality,V6T 1X3,BC,Current,1,1,VBL10392,CampusBuilding,FrontDoor,Building,VBL10392,0,,1,CanadaPost,,0,Chancellor Place,,,,PLAN,20200417211919,,6030 Chancellor Boulevard
VAD10020,,,,,"Institute for Computing, Information and Cognitive Systems / Computer Science (ICICS/CS)",,2366,,Main,Mall,0,,0,Vancouver,Municipality,V6T 1Z4,BC,Current,1,1,VBL10078,CampusBuilding,FrontDoor,Building,VBL10078,0,,1,,1,0,Academic,,,,PLAN,20200417211919,,2366 Main Mall
VAD10013,,,,,Hennings Building,,6224,,Agricultural,Road,0,,0,Vancouver,Municipality,V6T 1Z1,BC,Current,1,1,VBL10359,CampusBuilding,FrontDoor,Building,VBL10359,0,,1,,0,0,Academic,,,,PLAN,20200417211919,,6224 Agricultural Road
VAD10014,,,,,Henry Angus Building,,2053,,Main,Mall,0,,0,Vancouver,Municipality,V6T 1Z2,BC,Current,1,1,VBL10067,CampusBuilding,FrontDoor,Building,VBL10067,0,,1,,1,0,Academic,,,,PLAN,20200417211919,,2053 Main Mall
VAD10340,,,,,Fairview Crescent Residence (Unit 17),Fairview Crescent Residence - Building 2 -- Acadia Park & Fairview Crescent Residence,2693,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B8,BC,Current,1,0,VBL10198,Residential,FrontDoor,IndoorArea,VBC10030,0,,0,,,1,Academic,,,,PLAN,20200417211919,VAD11161,2693 Fairview Crescent
VAD10352,,,,,Fairview Crescent Residence (Unit 9),Fairview Crescent Residence - Building 1 -- Acadia Park & Fairview Crescent Residence,2796,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B9,BC,Current,1,0,VBL10193,Residential,FrontDoor,IndoorArea,VBC10030,0,,0,,,1,Academic,,,,PLAN,20200417211919,VAD11162,2796 Fairview Crescent
VAD10349,,,,,Fairview Crescent Residence (Unit 8),Fairview Crescent Residence - Building 1 -- Acadia Park & Fairview Crescent Residence,2780,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B9,BC,Current,1,0,VBL10193,Residential,FrontDoor,IndoorArea,VBC10030,0,,0,,,1,Academic,,,,PLAN,20200417211919,VAD11162,2780 Fairview Crescent
VAD10350,,,,,Fairview Crescent Residence (Unit 9),Fairview Crescent Residence - Building 1 -- Acadia Park & Fairview Crescent Residence,2792,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B9,BC,Current,1,0,VBL10193,Residential,FrontDoor,IndoorArea,VBC10030,0,,0,,,1,Academic,,,,PLAN,20200417211920,VAD11162,2792 Fairview Crescent
VAD10351,,,,,Fairview Crescent Residence (Unit 9),Fairview Crescent Residence - Building 1 -- Acadia Park & Fairview Crescent Residence,2788,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B9,BC,Current,1,0,VBL10193,Residential,FrontDoor,IndoorArea,VBC10030,0,,0,,,1,Academic,,,,PLAN,20200417211920,VAD11162,2788 Fairview Crescent
VAD10709,,,,,Child Care Services - Administration Building,,2881,,Acadia,Road,0,,0,Vancouver,Municipality,V6T 1S1,BC,Current,1,1,VBL10306,CampusBuilding,FrontDoor,Building,VBL10306,0,,1,,0,0,Academic,,,,PLAN,20200417211920,,2881 Acadia Road
VAD10353,,,,,Fairview Crescent Residence (Unit 9),Fairview Crescent Residence - Building 1 -- Acadia Park & Fairview Crescent Residence,2790,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B9,BC,Current,1,0,VBL10193,Residential,FrontDoor,IndoorArea,VBC10030,0,,0,,,1,Academic,,,,PLAN,20200417211920,VAD11162,2790 Fairview Crescent
VAD10846,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 2 -- Acadia Park & Fairview Crescent Residence,5607,,Fairview,Place,0,,0,Vancouver,Municipality,V6T 2E2,BC,Current,1,0,VBL10258,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211940,VAD11159,5607 Fairview Place
VAD10785,,,,,Westchester (A2),,2596,,West,Mall,0,,0,Vancouver,Municipality,V6T 2J9,BC,Current,1,0,VBL10220,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211940,,2596 West Mall
VAD10786,,,,,Westchester (B1),,2592,,West,Mall,0,,0,Vancouver,Municipality,V6T 2J9,BC,Current,1,0,VBL10220,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211940,,2592 West Mall
VAD10787,,,,,Westchester (B2),,2590,,West,Mall,0,,0,Vancouver,Municipality,V6T 2J9,BC,Current,1,0,VBL10220,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211940,,2590 West Mall
VAD10790,,,,,Westchester (B5),,2582,,West,Mall,0,,0,Vancouver,Municipality,V6T 2J9,BC,Current,1,0,VBL10220,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211940,,2582 West Mall
VAD10791,,,,,Westchester (B6),,2580,,West,Mall,0,,0,Vancouver,Municipality,V6T 2J9,BC,Current,1,0,VBL10220,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211940,,2580 West Mall
VAD10847,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 2 -- Acadia Park & Fairview Crescent Residence,2643,,Tennis,Crescent,0,,0,Vancouver,Municipality,V6T 2C1,BC,Current,1,0,VBL10258,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211941,VAD11159,2643 Tennis Crescent
VAD10848,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 2 -- Acadia Park & Fairview Crescent Residence,2652,,Tennis,Crescent,0,,0,Vancouver,Municipality,V6T 2E1,BC,Current,1,0,VBL10258,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211941,VAD11159,2652 Tennis Crescent
VAD10009,,,,,Hawthorn Green (E1),,6326,,Hawthorn,Lane,0,,0,Vancouver,Municipality,V6T 2J6,BC,Current,1,0,VBL10144,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211941,,6326 Hawthorn Lane
VAD10010,,,,,Hawthorn Green (E2),,6318,,Hawthorn,Lane,0,,0,Vancouver,Municipality,V6T 2J6,BC,Current,1,0,VBL10144,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211941,,6318 Hawthorn Lane
VAD10478,,,,,Acadia Modular Child Care 3,,,,,,0,,0,Vancouver,Municipality,,BC,Pending,1,1,VBL10375,CampusBuilding,FrontDoor,Building,VBL10375,0,,1,,,,Academic,,,,GISSTUD1,20200224205826,,
VAD10477,,,,,Acadia Modular Child Care 2,,,,,,0,,0,Vancouver,Municipality,,BC,Pending,1,1,VBL10373,CampusBuilding,FrontDoor,Building,VBL10373,0,,1,,,,Academic,,,,GISSTUD1,20200224205826,,
VAD10476,,,,,Acadia Modular Child Care 1,,,,,,0,,0,Vancouver,Municipality,,BC,Pending,1,1,VBL10372,CampusBuilding,FrontDoor,Building,VBL10372,0,,1,,,,Academic,,,,GISSTUD1,20200224205826,,
VAD10450,,,,,Pacific Residence - Building 3,Pacific Residence,,,,,0,,0,Vancouver,Municipality,,BC,Pending,1,1,VBL10383,CampusBuilding,FrontDoor,Building,VBL10383,0,,1,,,,Academic,,,,GISSTUD1,20200224205826,VAD10105,
VAD10025,,,,,Logan Lane (E3),,6276,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211941,,6276 Logan Lane
VAD10214,,,,,Pacific Residence - Building 4,Pacific Residence,,,,,0,,0,Vancouver,Municipality,,BC,Pending,1,1,VBL10384,CampusBuilding,FrontDoor,Building,VBL10384,0,,1,,,,Academic,,,,GISSTUD1,20200224205827,VAD10105,
VAD10026,,,,,Logan Lane (A9),,2561,,East,Mall,0,,0,Vancouver,Municipality,V6T 2K8,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211941,,2561 East Mall
VAD10028,,,,,Logan Lane (E4),,6278,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211941,,6278 Logan Lane
VAD10792,,,,,Westchester (C1),,2578,,West,Mall,0,,0,Vancouver,Municipality,V6T 2J9,BC,Current,1,0,VBL10220,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211941,,2578 West Mall
VAD10182,,,,,Nine on the Park (4),,6292,,Eagles,Drive,0,,0,Vancouver,Municipality,V6T 0A3,BC,Current,1,0,VBL10158,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211840,,6292 Eagles Drive
VAD10150,,,,,Logan Lane (E6),,6282,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211840,,6282 Logan Lane
VAD10185,,,,,Nine on the Park (1),,6298,,Eagles,Drive,0,,0,Vancouver,Municipality,V6T 0A3,BC,Current,1,0,VBL10158,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211840,,6298 Eagles Drive
VAD10187,,,,,Nine on the Park (3),,6294,,Eagles,Drive,0,,0,Vancouver,Municipality,V6T 0A3,BC,Current,1,0,VBL10158,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211840,,6294 Eagles Drive
VAD10696,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 2 -- Acadia Park & Fairview Crescent Residence,5603,,Fairview,Place,0,,0,Vancouver,Municipality,V6T 2E2,BC,Current,1,0,VBL10258,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211840,VAD11159,5603 Fairview Place
VAD10697,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 1 -- Acadia Park & Fairview Crescent Residence,2502,,Melfa,Lane,0,,0,Vancouver,Municipality,V6T 2C6,BC,Current,1,0,VBL10259,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211840,VAD11160,2502 Melfa Lane
