ADD_UID,SITE_NAME,LOCALITY,POSTAL_CODE,PROVINCE_CODE,BLDG_UID,ADDRESS_DESCRIPTOR,MAIL_PROVIDER,FULL_ADDRESS,LAT,LONG
VAD10283,Folio - Townhouse (A3),Vancouver,V6T 2L5,BC,VBL10316,Residential,CanadaPost,5968 Chancellor Mews,-123.250319,49.272258
VAD10433,St Mark's Duplex (7B),Vancouver,V6T 0A1,BC,VBL10279,Residential,CanadaPost,5918 Chancellor Boulevard,-123.249418,49.2728
VAD10803,Westchester (E4),Vancouver,V6T 2K1,BC,VBL10220,Residential,CanadaPost,6367 Larkin Drive,-123.24909,49.257582
VAD10800,Westchester (E1),Vancouver,V6T 2K1,BC,VBL10220,Residential,CanadaPost,6361 Larkin Drive,-123.249206,49.25774
VAD10801,Westchester (E2),Vancouver,V6T 2K1,BC,VBL10220,Residential,CanadaPost,6363 Larkin Drive,-123.249206,49.257683
VAD10802,Westchester (E3),Vancouver,V6T 2K1,BC,VBL10220,Residential,CanadaPost,6365 Larkin Drive,-123.249152,49.257617
VAD10219,Central - Retail,Vancouver,V6T 0C4,BC,VBL10356,Commercial,CanadaPost,6001 University Boulevard,-123.246875,49.266422
VAD10094,Central - Retail,Vancouver,V6T 0C4,BC,VBL10356,Commercial,CanadaPost,6025 University Boulevard,-123.247143,49.266255
VAD10092,Central - Retail,Vancouver,V6T 0C4,BC,VBL10356,Commercial,CanadaPost,6035 University Boulevard,-123.247244,49.266242
VAD10171,Mathematics Annex,Vancouver,V6T 1Z2,BC,VBL10216,CampusBuilding,,1986 Mathematics Road,-123.254907,49.266164
VAD10175,Mathematics Building,Vancouver,V6T 1Z2,BC,VBL10229,CampusBuilding,,1984 Mathematics Road,-123.255417,49.266507
VAD10176,Medical Sciences Block C,Vancouver,V6T 1Z3,BC,VBL10094,CampusBuilding,,2176 Health Sciences Mall,-123.247546,49.265011
VAD10177,Michael Smith Laboratories,Vancouver,V6T 1Z4,BC,VBL10221,CampusBuilding,,2185 East Mall,-123.249783,49.264527
VAD10178,Morris and Helen Belkin Art Gallery,Vancouver,V6T 1Z2,BC,VBL10315,CampusBuilding,,1825 Main Mall,-123.256289,49.268248
VAD10179,Museum of Anthropology,Vancouver,V6T 1Z2,BC,VBL10235,CampusBuilding,,6393 NW Marine Drive,-123.259298,49.269133
VAD10180,Music Building,Vancouver,V6T 1Z2,BC,VBL10101,CampusBuilding,,6361 Memorial Road,-123.256543,49.267282
VAD10181,NRC Institute for Fuel Cell Innovation,Vancouver,V6T 1W5,BC,VBL10243,OtherBuilding,,4250 Wesbrook Mall,-123.23256,49.245361
VAD10184,Neville Scarfe Building,Vancouver,V6T 1Z4,BC,VBL10095,CampusBuilding,,2125 Main Mall,-123.253003,49.264091
VAD10818,Binning Tower - Townhouses,Vancouver,V6S 0J1,BC,VBL10299,NeighbourhoodBldg,CanadaPost,Building 1 - 3355 Binning Road,-123.231033,49.25516
VAD10170,Material Recovery Facility,Vancouver,V6T 1W5,BC,VBL10203,CampusBuilding,,6055 Nurseries Road,-123.228543,49.245795
VAD10893,Coast - Duplex (4A),Vancouver,V6T 1E7,BC,VBL10399,Residential,CanadaPost,6062 Chancellor Boulevard,-123.253013,49.271526
VAD10041,TRIUMF - Shipping / Workshop,Vancouver,V6T 2A3,BC,VBL10059,OtherBuilding,,6095 Nurseries Road,-123.230191,49.246389
VAD11168,David Strangway - Retail,Vancouver,V6T 1Z3,BC,VBL10070,Commercial,CanadaPost,5988 University Boulevard,-123.246605,49.265982
VAD11164,David Strangway - Retail,Vancouver,V6T 1Z3,BC,VBL10070,Commercial,CanadaPost,5998 University Boulevard,-123.246772,49.265843
VAD10194,Norman MacKenzie House,Vancouver,V6T 1A7,BC,VBL10233,CampusBuilding,,6565 NW Marine Drive,-123.261155,49.267577
VAD10195,North Parkade,Vancouver,V6T 1Z1,BC,VBL10234,CampusBuilding,,6115 Student Union Boulevard,-123.250491,49.268806
VAD10486,Yu - Retail,Vancouver,V6S 0G7,BC,VBL10167,Commercial,CanadaPost,5933 Birney Avenue,-123.235614,49.253537
VAD10197,MBA House - Retail,Vancouver,V6S 0B9,BC,VBL10403,Commercial,CanadaPost,3396 Shrum Lane,-123.235255,49.253713
VAD10207,MBA House - Retail,Vancouver,V6S 0B9,BC,VBL10403,Commercial,CanadaPost,3392 Shrum Lane,-123.235303,49.253771
VAD10221,MBA House - Retail,Vancouver,V6S 0B9,BC,VBL10403,Commercial,CanadaPost,3380 Shrum Lane,-123.235435,49.253931
VAD11098,Ponderosa Commons East - Audain Art Centre,Vancouver,V6T 1Z4,BC,VBL10311,Occupant,,Unit 1 - 6398 University Boulevard,-123.254497,49.263902
VAD11055,Webber House,Vancouver,V6S 0J8,BC,VBL10171,NeighbourhoodBldg,CanadaPost,3388 Webber Lane,-123.23688,49.253206
VAD11144,Virtuoso,Vancouver,V6S 0K5,BC,VBL10345,NeighbourhoodBldg,CanadaPost,3581 Ross Drive,-123.234256,49.250948
VAD11137,Village Square,Vancouver,V6S 0J7,BC,VBL10170,NeighbourhoodBldg,CanadaPost,3338 Webber Lane,-123.236818,49.253893
VAD11050,Esse,Vancouver,V6T 2J7,BC,VBL10280,NeighbourhoodBldg,CanadaPost,1863 Wesbrook Mall,-123.248249,49.270995
VAD11029,Dahlia House,Vancouver,V6S 0H2,BC,VBL10096,NeighbourhoodBldg,CanadaPost,3515 Wesbrook Mall,-123.233826,49.252286
VAD11129,Focal,Vancouver,V6T 0C7,BC,VBL10232,NeighbourhoodBldg,,6111 University Boulevard,-123.248214,49.266115
VAD11074,The Regency,Vancouver,V6T 2H6,BC,VBL10287,NeighbourhoodBldg,CanadaPost,5639 Hampton Place,-123.233077,49.259051
VAD10357,First Nations Longhouse,Vancouver,V6T 1Z2,BC,VBL10386,CampusBuilding,,1985 West Mall,-123.257204,49.265529
VAD11073,The Pemberley,Vancouver,V6T 2H2,BC,VBL10205,NeighbourhoodBldg,CanadaPost,5605 Hampton Place,-123.232514,49.257893
VAD11071,Thames Court,Vancouver,V6T 2E9,BC,VBL10253,NeighbourhoodBldg,CanadaPost,5880 Hampton Place,-123.236605,49.257492
VAD11059,The Chatham,Vancouver,V6T 2G6,BC,VBL10254,NeighbourhoodBldg,CanadaPost,5775 Hampton Place,-123.236135,49.258558
VAD11057,The Mews,Vancouver,V6S 0E3,BC,VBL10165,NeighbourhoodBldg,CanadaPost,3333 Wesbrook Mall,-123.235552,49.254591
VAD10358,Frederic Wood Theatre,Vancouver,V6T 1Z2,BC,VBL10405,CampusBuilding,,6354 Crescent Road,-123.256785,49.268214
VAD11027,Cypress House,Vancouver,V6S 0K4,BC,VBL10322,NeighbourhoodBldg,CanadaPost,5988 Gray Avenue,-123.234847,49.251996
VAD11026,Crescent West,Vancouver,V6S 0A9,BC,VBL10219,NeighbourhoodBldg,CanadaPost,5879 Gray Avenue,-123.233027,49.252872
VAD10904,Chancellor Hall -  Apartment,Vancouver,V6T 2L7,BC,VBL10290,NeighbourhoodBldg,CanadaPost,5989 Iona Drive,-123.250197,49.271786
VAD10851,Central,Vancouver,V6T 0C4,BC,VBL10356,NeighbourhoodBldg,CanadaPost,6015 University Boulevard,-123.247051,49.266284
VAD11058,The Balmoral,Vancouver,V6T 2H1,BC,VBL10175,NeighbourhoodBldg,CanadaPost,5615 Hampton Place,-123.232971,49.258451
VAD10813,Azalea House,Vancouver,V6T 0B9,BC,VBL10133,NeighbourhoodBldg,CanadaPost,6388 Hawthorn Lane,-123.249806,49.257832
VAD10812,Axis,Vancouver,V6T 0B6,BC,VBL10314,NeighbourhoodBldg,CanadaPost,6090 Iona Drive,-123.25236,49.270112
VAD10101,Pine House,Vancouver,V6S 0K3,BC,VBL10321,NeighbourhoodBldg,CanadaPost,3588 Ross Drive,-123.234276,49.25123
VAD10490,Allard Hall,Vancouver,V6T 1Z1,BC,VBL10104,CampusBuilding,,1822 East Mall,-123.25361,49.269853
VAD11032,UBC Hospital - Detwiller Pavilion,Vancouver,V6T 1Z3,BC,VBL10334,OtherBuilding,,2255 Wesbrook Mall,-123.244481,49.263833
VAD11033,Djavad Mowafaghian Centre for Brain Health (CBH),Vancouver,V6T 1Z3,BC,VBL10103,OtherBuilding,,2215 Wesbrook Mall,-123.244732,49.264416
VAD11034,Donald Rix Building,Vancouver,V6T 1Z3,BC,VBL10129,CampusBuilding,,2389 Health Sciences Mall,-123.246379,49.2622
VAD11035,Dorothy Somerset Studios,Vancouver,V6T 1Z2,BC,VBL10130,CampusBuilding,,6361 University Boulevard,-123.254727,49.26469
VAD11036,Doug Mitchell Thunderbird Sports Centre,Vancouver,V6T 1Z3,BC,VBL10307,CampusBuilding,,6066 Thunderbird Boulevard,-123.242422,49.260911
VAD11037,Douglas T. Kenny Building,Vancouver,V6T 1Z4,BC,VBL10131,CampusBuilding,,2136 West Mall,-123.254115,49.263565
VAD11038,Earth Sciences Building (ESB),Vancouver,V6T 1Z4,BC,VBL10072,CampusBuilding,,2207 Main Mall,-123.251956,49.263201
VAD11040,Earth and Ocean Sciences (EOS),Vancouver,V6T 1Z4,BC,VBL10001,CampusBuilding,,6339 Stores Road,-123.252282,49.262549
VAD11108,UBC Botanical Garden Nursery - Greenhouses,Vancouver,V6T 1W5,BC,VBL10196,CampusBuilding,,3929 Wesbrook Mall,-123.234929,49.249492
VAD11117,UBC Football Academic Centre,Vancouver,V6T 1Z4,BC,VBL10246,CampusBuilding,,6298 Stadium Road,-123.244936,49.255266
VAD11118,UBC Tennis Centre,Vancouver,V6T 1Z3,BC,VBL10090,CampusBuilding,,6160 Thunderbird Boulevard,-123.243627,49.25961
VAD11125,UBC Research Ponds,Vancouver,V6T 1W5,BC,VBL10222,CampusBuilding,,4069 Wesbrook Mall,-123.232683,49.247208
VAD11126,UBC Hospital - Koerner Pavilion,Vancouver,V6T 1Z3,BC,VBL10318,OtherBuilding,,2211 Wesbrook Mall,-123.245552,49.264158
VAD11128,University Services Building (USB),Vancouver,V6T 1Z4,BC,VBL10150,CampusBuilding,,2329 West Mall,-123.253387,49.261102
VAD10029,Main Substation,Vancouver,V6T 1Z3,BC,VBL10192,CampusBuilding,,2446 Health Sciences Mall,-123.244255,49.261223
VAD10709,Child Care Services - Administration Building,Vancouver,V6T 1S1,BC,VBL10306,CampusBuilding,,2881 Acadia Road,-123.234222,49.261139
VAD11131,UBC Hospital - Purdy Pavilion,Vancouver,V6T 1Z9,BC,VBL10388,OtherBuilding,,2221 Wesbrook Mall,-123.24588,49.263403
VAD10223,Gerald McGavin Building,Vancouver,V6T 1Z3,BC,VBL10043,CampusBuilding,,2386 East Mall,-123.246826,49.261635
VAD10099,Old Auditorium,Vancouver,V6T 1Z2,BC,VBL10335,CampusBuilding,,6344 Memorial Road,-123.255824,49.266996
VAD10103,Orchard Commons,Vancouver,V6T 1Z4,BC,VBL10013,CampusBuilding,,6363 Agronomy Road,-123.250932,49.260071
VAD10205,Larkspur House,Vancouver,V6S 0G9,BC,VBL10018,NeighbourhoodBldg,CanadaPost,3428 Wesbrook Mall,-123.234235,49.253493
VAD10193,Nobel House,Vancouver,V6S 0G6,BC,VBL10379,NeighbourhoodBldg,CanadaPost,3655 Wesbrook Mall,-123.23301,49.250874
VAD10149,Keenleyside,Vancouver,V6S 0A2,BC,VBL10040,NeighbourhoodBldg,CanadaPost,5788 Birney Avenue,-123.233148,49.25402
VAD10137,Magnolia House,Vancouver,V6S 0H1,BC,VBL10191,NeighbourhoodBldg,CanadaPost,3565 Wesbrook Mall,-123.233477,49.251703
VAD10264,Folio - Apartment,Vancouver,V6T 2L4,BC,VBL10309,NeighbourhoodBldg,CanadaPost,5955 Iona Drive,-123.249619,49.271824
VAD10260,Gardenia House,Vancouver,V6T 0C2,BC,VBL10224,NeighbourhoodBldg,CanadaPost,6309 Larkin Drive,-123.248868,49.258922
VAD10229,Greenwood Commons,Vancouver,V6T 0A5,BC,VBL10010,NeighbourhoodBldg,CanadaPost,2660 Wesbrook Mall,-123.239754,49.260817
VAD10225,Granite Terrace,Vancouver,V6S 0B4,BC,VBL10164,NeighbourhoodBldg,CanadaPost,3233 Wesbrook Mall,-123.236445,49.255118
VAD10134,MBA House,Vancouver,V6T 1Z4,BC,VBL10403,NeighbourhoodBldg,CanadaPost,3385 Wesbrook Mall,-123.235018,49.253948
VAD10121,Journey,Vancouver,V6T 2K2,BC,VBL10225,NeighbourhoodBldg,CanadaPost,6328 Larkin Drive,-123.247498,49.258021
VAD10116,Legacy,Vancouver,V6T 0A7,BC,VBL10160,NeighbourhoodBldg,CanadaPost,6333 Larkin Drive,-123.247765,49.257336
VAD10001,Hawthorn Green (A1),Vancouver,V6T 2J6,BC,VBL10144,Residential,CanadaPost,6358 Hawthorn Lane,-123.248877,49.258138
VAD10901,Coast - Townhouse (5),Vancouver,V6T 2J5,BC,VBL10277,Residential,CanadaPost,6070 Chancellor Mews,-123.252923,49.271203
VAD11044,Engineering Student Centre (ESC),Vancouver,V6T 1Z4,BC,VBL10073,CampusBuilding,,2335 Engineering Road,-123.249109,49.262083
VAD10381,Coast West - Apartment,Vancouver,V6T 0B2,BC,VBL10297,NeighbourhoodBldg,CanadaPost,6093 Iona Drive,-123.253072,49.270629
VAD10111,Life Sciences Centre,Vancouver,V6T 1Z3,BC,VBL10111,CampusBuilding,,2350 Health Sciences Mall,-123.246029,49.262398
VAD10362,Pathways - West,Vancouver,V6S 0A4,BC,VBL10240,NeighbourhoodBldg,CanadaPost,5777 Birney Avenue,-123.233377,49.254528
VAD10124,Lower Mall Header House,Vancouver,V6T 1Z4,BC,VBL10097,CampusBuilding,,2331 Lower Mall,-123.254967,49.260586
VAD10606,Granite Terrace - Save-on-Foods,Vancouver,V6S 0B3,BC,VBL10164,Commercial,CanadaPost,5945 Berton Avenue,-123.236554,49.254766
VAD10894,Coast - Duplex (4B),Vancouver,V6T 1E7,BC,VBL10399,Residential,CanadaPost,6068 Chancellor Boulevard,-123.253106,49.271486
VAD10895,Coast - Duplex (5A),Vancouver,V6T 1E7,BC,VBL10399,Residential,CanadaPost,6050 Chancellor Boulevard,-123.252811,49.271633
VAD10896,Coast - Duplex (5B),Vancouver,V6T 1E7,BC,VBL10399,Residential,CanadaPost,6060 Chancellor Boulevard,-123.252904,49.271581
VAD10897,Coast - Townhouse (1),Vancouver,V6T 2J5,BC,VBL10277,Residential,CanadaPost,6090 Chancellor Mews,-123.253221,49.271035
VAD10898,Coast - Townhouse (2),Vancouver,V6T 2J5,BC,VBL10277,Residential,CanadaPost,6086 Chancellor Mews,-123.253148,49.271079
VAD10899,Coast - Townhouse (3),Vancouver,V6T 2J5,BC,VBL10277,Residential,CanadaPost,6080 Chancellor Mews,-123.253083,49.271117
VAD10902,Corus - Townhouse (1),Vancouver,V6T 0A9,BC,VBL10303,Residential,CanadaPost,5977 Walter Gage Road,-123.248958,49.270697
VAD10907,Corus - Townhouse (11),Vancouver,V6T 0A9,BC,VBL10303,Residential,CanadaPost,5997 Walter Gage Road,-123.24962,49.270464
VAD10914,Corus - Townhouse (2),Vancouver,V6T 0A9,BC,VBL10303,Residential,CanadaPost,5979 Walter Gage Road,-123.24903,49.270672
VAD10915,Corus - Townhouse (3),Vancouver,V6T 0A9,BC,VBL10303,Residential,CanadaPost,5981 Walter Gage Road,-123.249113,49.270642
VAD11104,UBC Botanical Garden - Campbell Building,Vancouver,V6T 1Z4,BC,VBL10006,CampusBuilding,,6804 SW Marine Drive,-123.251081,49.253965
VAD11122,UBC Botanical Garden - Shop/Gatehouse Entrance,Vancouver,V6T 1Z4,BC,VBL10419,CampusBuilding,,6804 SW Marine Drive,-123.250617,49.254056
VAD10065,Engineering High Head Room Laboratory,Vancouver,V6T 1Z4,BC,VBL10330,Occupant,,2225 East Mall,-123.248903,49.263568
VAD10098,Panhellenic House,Vancouver,V6T 2B7,BC,VBL10313,OtherBuilding,,2770 Wesbrook Mall,-123.239667,49.260082
VAD10128,Nitobe Memorial Garden,Vancouver,V6T 1Z2,BC,VBL10230,CampusBuilding,,1895 Lower Mall,-123.259231,49.266535
VAD10280,Fraternity Village,Vancouver,V6T 2J3,BC,VBL10404,OtherBuilding,,2880 Wesbrook Mall,-123.239414,49.259729
VAD10285,Folio - Duplex (1B),Vancouver,V6T 0A1,BC,VBL10291,Residential,CanadaPost,5992 Chancellor Boulevard,-123.250982,49.272398
VAD10903,Corus - Townhouse (10),Vancouver,V6T 0A9,BC,VBL10303,Residential,CanadaPost,5995 Walter Gage Road,-123.249564,49.270484
VAD10272,Folio - Duplex (4G),Vancouver,V6T 0A1,BC,VBL10291,Residential,CanadaPost,5968 Chancellor Boulevard,-123.250389,49.272605
VAD10273,Folio - Duplex (4H),Vancouver,V6T 0A1,BC,VBL10291,Residential,CanadaPost,5962 Chancellor Boulevard,-123.250221,49.272655
VAD10284,Folio - Duplex (1A),Vancouver,V6T 0A1,BC,VBL10291,Residential,CanadaPost,5998 Chancellor Boulevard,-123.251127,49.272349
VAD10269,Folio - Duplex (2D),Vancouver,V6T 0A1,BC,VBL10291,Residential,CanadaPost,5982 Chancellor Boulevard,-123.250744,49.272496
VAD10268,Folio - Duplex (2C),Vancouver,V6T 0A1,BC,VBL10291,Residential,CanadaPost,5988 Chancellor Boulevard,-123.2509,49.272445
VAD10724,Public Safety Building - RCMP,Vancouver,V6T 2B7,BC,VBL10046,OtherBuilding,,2990 Wesbrook Mall,-123.238541,49.25902
VAD10027,Landscape Operations Building,Vancouver,V6T 1Z4,BC,VBL10097,IndoorArea,,2333 Lower Mall,-123.254794,49.260522
VAD10033,3800 Wesrbook,Vancouver,V6T 1W5,BC,VBL10236,OtherBuilding,,3800 Wesbrook Mall,-123.231067,49.250109
VAD10102,Old Fire Hall,Vancouver,V6T 1Z2,BC,VBL10139,CampusBuilding,,2038 West Mall,-123.255613,49.265095
VAD10559,David Lam Management Research Centre,Vancouver,V6T 1Z2,BC,VBL10278,Occupant,,2015 Main Mall,-123.254304,49.265931
VAD10810,Asian Centre,Vancouver,V6T 1Z2,BC,VBL10227,CampusBuilding,,1871 West Mall,-123.258459,49.266831
VAD10210,Jack Bell Building for the School of Social Work,Vancouver,V6T 1Z2,BC,VBL10081,CampusBuilding,,2080 West Mall,-123.255007,49.264318
VAD11140,UBC Botanical Garden,Vancouver,V6T 1Z4,BC,VBL10419,Complex,,6804 SW Marine Drive,-123.250595,49.253984
VAD10276,Forest Sciences Centre,Vancouver,V6T 1Z4,BC,VBL10119,CampusBuilding,,2424 Main Mall,-123.248814,49.260474
VAD10713,Child Care Services - Sitka/Discovery,Vancouver,V6T 2E6,BC,VBL10140,CampusBuilding,,5620 Osoyoos Crescent,-123.234689,49.259686
VAD11101,Child Care Services - Salal,Vancouver,V6T 1S1,BC,VBL10273,CampusBuilding,,5655 Osoyoos Crescent,-123.235108,49.259929
VAD11107,Child Care Services - Auklet,Vancouver,V6T 1S1,BC,VBL10276,CampusBuilding,,5615 Osoyoos Crescent,-123.234753,49.260126
VAD10279,Fraser River Parkade,Vancouver,V6T 1Z2,BC,VBL10397,CampusBuilding,,6440 Memorial Road,-123.258368,49.26628
VAD10451,Stirling House - Townhouse,Vancouver,V6T 0A4,BC,VBL10289,Residential,CanadaPost,6078 Iona Drive,-123.252416,49.270601
VAD10034,Lower Mall Research Station,Vancouver,V6T 1Z4,BC,VBL10100,CampusBuilding,,2259 Lower Mall,-123.255809,49.260745
VAD11065,The Mews - Retail,Vancouver,V6S 0B1,BC,VBL10165,Commercial,CanadaPost,3353 Wesbrook Mall,-123.23535,49.254379
VAD10448,Stirling House - Townhouse,Vancouver,V6T 0A4,BC,VBL10289,Residential,CanadaPost,6082 Iona Drive,-123.252601,49.27052
VAD10452,Stirling House - Townhouse,Vancouver,V6T 0A4,BC,VBL10289,Residential,CanadaPost,6088 Iona Drive,-123.252757,49.270457
VAD10453,Stirling House - Townhouse,Vancouver,V6T 0A4,BC,VBL10289,Residential,CanadaPost,6086 Iona Drive,-123.252682,49.270491
VAD10277,Frank Forward Building,Vancouver,V6T 1Z4,BC,VBL10044,CampusBuilding,,6350 Stores Road,-123.251761,49.261772
VAD10474,Westpoint - Retail,Vancouver,V6T 0B4,BC,VBL10305,Commercial,CanadaPost,6011 Walter Gage Road,-123.250714,49.270053
VAD10530,Chancellor Hall - Cityhome (3),Vancouver,V6T 2L5,BC,VBL10290,Residential,CanadaPost,5982 Chancellor Mews,-123.250599,49.272191
VAD10531,Chancellor Hall - Cityhome (4),Vancouver,V6T 2L5,BC,VBL10290,Residential,CanadaPost,5984 Chancellor Mews,-123.250685,49.272154
VAD10532,Chancellor Hall - Cityhome (5),Vancouver,V6T 2L5,BC,VBL10290,Residential,CanadaPost,5986 Chancellor Mews,-123.250751,49.272131
VAD10533,Chancellor Hall - Cityhome (6),Vancouver,V6T 2L5,BC,VBL10290,Residential,CanadaPost,5988 Chancellor Mews,-123.250777,49.272129
VAD10534,Chancellor Hall - Townhome (1),Vancouver,V6T 2L5,BC,VBL10271,Residential,CanadaPost,5978 Chancellor Mews,-123.250384,49.272235
VAD10535,Chancellor Hall - Townhome (2),Vancouver,V6T 2L5,BC,VBL10271,Residential,CanadaPost,5980 Chancellor Mews,-123.250447,49.272213
VAD10538,Chancellor House - Townhouse (1),Vancouver,V6T 2J5,BC,VBL10387,Residential,CanadaPost,6022 Chancellor Mews,-123.251832,49.271734
VAD10550,Chancellor House - Duplex (3A),Vancouver,V6T 1E7,BC,VBL10385,Residential,CanadaPost,6002 Chancellor Boulevard,-123.251632,49.272157
VAD10063,The Barn,Vancouver,V6T 1Z4,BC,VBL10181,CampusBuilding,,2323 Main Mall,-123.251064,49.261957
VAD10541,Chancellor House - Townhouse (2),Vancouver,V6T 2J5,BC,VBL10387,Residential,CanadaPost,6018 Chancellor Mews,-123.251708,49.271774
VAD10544,Chancellor House - Townhouse (3),Vancouver,V6T 2J5,BC,VBL10387,Residential,CanadaPost,6010 Chancellor Mews,-123.25161,49.271809
VAD10545,Chancellor House - Townhouse (4),Vancouver,V6T 2J5,BC,VBL10387,Residential,CanadaPost,6006 Chancellor Mews,-123.251532,49.27185
VAD10546,Chancellor House - Duplex (1A),Vancouver,V6T 1E7,BC,VBL10385,Residential,CanadaPost,6028 Chancellor Boulevard,-123.252208,49.271927
VAD10547,Chancellor House - Duplex (1B),Vancouver,V6T 1E7,BC,VBL10385,Residential,CanadaPost,6020 Chancellor Boulevard,-123.252032,49.271961
VAD10548,Chancellor House - Duplex (2A),Vancouver,V6T 1E7,BC,VBL10385,Residential,CanadaPost,6016 Chancellor Boulevard,-123.251987,49.271976
VAD10549,Chancellor House - Duplex (2B),Vancouver,V6T 1E7,BC,VBL10385,Residential,CanadaPost,6012 Chancellor Boulevard,-123.251799,49.272053
VAD10070,The Brimacombe Building,Vancouver,V6T 1Z4,BC,VBL10066,CampusBuilding,,2355 East Mall,-123.247781,49.262168
VAD10605,Marine Drive Residence - Front Desk,Vancouver,V6T 1Z4,BC,VBL10088,Complex,,2205 Lower Mall,-123.256523,49.261502
VAD10604,Place Vanier Residence - Front Desk,Vancouver,V6T 1X1,BC,VBL10108,Complex,,1935 Lower Mall,-123.258823,49.26488
VAD10074,The Leonard S. Klinck Building,Vancouver,V6T 1Z2,BC,VBL10252,CampusBuilding,,6356 Agricultural Road,-123.255214,49.265644
VAD10603,Ponderosa Commons - Front Desk,Vancouver,V6T 1Z2,BC,VBL10312,Complex,,2075 West Mall,-123.256065,49.264251
VAD10072,The Mews - Retail,Vancouver,V6S 0B9,BC,VBL10165,Commercial,CanadaPost,3312 Shrum Lane,-123.236008,49.25461
VAD10075,Tapestry North - Retail,Vancouver,V6S 0A8,BC,VBL10137,Commercial,CanadaPost,3318 Wesbrook Mall,-123.235364,49.254845
VAD10076,The Mews - Retail,Vancouver,V6S 0B1,BC,VBL10165,Commercial,CanadaPost,3339 Wesbrook Mall,-123.235443,49.254476
VAD10078,The Mews - Retail,Vancouver,V6S 0B1,BC,VBL10165,Commercial,CanadaPost,3317 Wesbrook Mall,-123.235675,49.254776
VAD10079,The Mews - Retail,Vancouver,V6S 0B9,BC,VBL10165,Commercial,CanadaPost,3308 Shrum Lane,-123.236094,49.254693
VAD10081,The Mews - Retail,Vancouver,V6S 0B1,BC,VBL10165,Commercial,CanadaPost,3323 Wesbrook Mall,-123.235626,49.254699
VAD10082,Tapestry South - Retail,Vancouver,V6S 0A8,BC,VBL10182,Commercial,CanadaPost,3378 Wesbrook Mall,-123.234808,49.254163
VAD10613,Walter H. Gage Residence - Front Desk,Vancouver,V6T 1K2,BC,VBL10263,Complex,,5959 Student Union Boulevard,-123.249617,49.269436
VAD10105,Pacific Residence,Vancouver,V6S 0B5,BC,VBL10169,CampusBuilding,CanadaPost,5928 Birney Avenue,-123.235166,49.253427
VAD10080,Technology Enterprise Facility (TEF) 3,Vancouver,V6T 1Z3,BC,VBL10346,OtherBuilding,,6190 Agronomy Road,-123.246243,49.261431
VAD10602,Totem Park Residence - Front Desk,Vancouver,V6T 1W9,BC,VBL10231,Complex,,2525 West Mall,-123.25283,49.257799
VAD10528,Acadia Park & Fairview Crescent Residence Complex - Front Desk ,Vancouver,V6T 2E5,BC,VBL10185,Complex,,2707 Tennis Crescent,-123.237289,49.262714
VAD10145,Robert F. Osborne Centre,Vancouver,V6T 1Z3,BC,VBL10251,Complex,,6108 Thunderbird Boulevard,-123.243988,49.260195
VAD10114,MBA House - Retail,Vancouver,V6S 0B9,BC,VBL10403,Commercial,CanadaPost,3388 Shrum Lane,-123.235411,49.253903
VAD10120,MBA House - Retail,Vancouver,V6S 0B1,BC,VBL10403,Commercial,CanadaPost,3381 Wesbrook Mall,-123.235083,49.254027
VAD10077,The Mews - Retail,Vancouver,V6S 0B1,BC,VBL10165,Commercial,CanadaPost,3311 Wesbrook Mall,-123.235727,49.254838
VAD10560,David Strangway - Retail,Vancouver,V6T 1Z3,BC,VBL10070,Commercial,CanadaPost,5970 University Boulevard,-123.24641,49.266011
VAD10563,David Strangway - Retail,Vancouver,V6T 1Z3,BC,VBL10070,Commercial,CanadaPost,5990 University Boulevard,-123.246716,49.265965
VAD11169,David Strangway - Retail,Vancouver,V6T 1Z3,BC,VBL10070,Commercial,CanadaPost,5980 University Boulevard,-123.246515,49.265997
VAD11146,Walter C. Koerner Library,Vancouver,V6T 1Z2,BC,VBL10154,CampusBuilding,,1958 Main Mall,-123.254989,49.266705
VAD10018,In-Vessel Composting Facility,Vancouver,V6T 1W5,BC,VBL10364,CampusBuilding,,6035 Nurseries Road,-123.228103,49.244922
VAD10601,Thunderbird Residence - Front Desk ,Vancouver,V6T 2G9,BC,VBL10215,Complex,,6335 Thunderbird Crescent,-123.249193,49.259328
VAD10019,Indian Residential School History and Dialogue Centre (IRSHDC),Vancouver,V6T 1Z1,BC,VBL10109,CampusBuilding,,1985 Learners' Walk,-123.253578,49.26705
VAD10021,International House,Vancouver,V6T 1Z2,BC,VBL10371,CampusBuilding,,1783 West Mall,-123.258836,49.267884
VAD10814,B.C. Binning Studios,Vancouver,V6T 1Z2,BC,VBL10134,CampusBuilding,,6373 University Boulevard,-123.2548,49.264664
VAD10815,Beaty Biodiversity Centre,Vancouver,V6T 1Z4,BC,VBL10086,CampusBuilding,,2212 Main Mall,-123.251116,49.26345
VAD10886,Chan Centre for the Performing Arts,Vancouver,V6T 1Z1,BC,VBL10282,CampusBuilding,,6265 Crescent Road,-123.255374,49.26946
VAD10888,Chan Gunn Pavilion,Vancouver,V6T 1Z3,BC,VBL10092,CampusBuilding,,2553 Wesbrook Mall,-123.241283,49.2608
VAD10889,Centre for Interactive Research on Sustainability,Vancouver,V6T 1Z4,BC,VBL10162,CampusBuilding,,2260 West Mall,-123.253354,49.262063
